username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink
Hedgehog Trader,HedgehogTrader,2017-05-11 20:48,4,7,"4 Tesla $ TSLA Gigafactories + 3 China factories opening in next 3-6 months! ILC.V @Toronto Lithium and Tech Metal conference next week!",,@Toronto,,"862688444530733057",https://twitter.com/HedgehogTrader/status/862688444530733057
InternationalLithium,ILCtsxv,2017-05-11 18:42,7,4,"#BYD delivers 60-ft all-electric bus in the US http:// dlvr.it/P6M7y9 #iCar #Tesla $ TSLA #Lithium $ LIT #Mining #EVs #renewableenergy",,,#BYD #iCar #Tesla #Lithium #Mining #EVs #renewableenergy,"862656782543597568",https://twitter.com/ILCtsxv/status/862656782543597568
Jesse Colombo,TheBubbleBubble,2017-05-11 06:52,31,24,"Surging Fraud In U.S. Auto Loans Looking Eerily Reminiscent Of Mortgage Bubble: http://www. zerohedge.com/news/2017-05-1 0/auto-loan-fraud … $ F $ GM $ TSLA pic.twitter.com/c7bwQIYfYU",,,,"862478000574664704",https://twitter.com/TheBubbleBubble/status/862478000574664704
A. Paul Gill Graphite:Cryptocurrency:IoT: Investor,apaulgill,2017-05-11 02:26,13,10,"$ TSLA Here we go again. Nice turn, strong move.",,,,"862411084950622208",https://twitter.com/apaulgill/status/862411084950622208
Quoth the Raven,QTRResearch,2017-05-11 01:40,1,32,"Maybe they're working with $ TSLA",,,,"862399525285224450",https://twitter.com/QTRResearch/status/862399525285224450
Mark B. Spiegel,markbspiegel,2017-05-11 01:30,2,8,"Bloomberg $ TSLA PR shill @tsrandall on the Powerwall: https://www. bloomberg.com/news/articles/ 2015-05-08/tesla-s-battery-grabbed-800-million-in-its-first-week … Q1 2017 sales: $5.2 million @MikeBloomberg embarrassment!",,@tsrandall @MikeBloomberg,,"862396902649810944",https://twitter.com/markbspiegel/status/862396902649810944
Douglas Kass,DougKass,2017-05-11 00:41,13,45,"@jimcramer JJ, check out $ TSLA license plate, seen in NYC this morning! pic.twitter.com/LTjEhG2Brk",,@jimcramer,,"862384680552849409",https://twitter.com/DougKass/status/862384680552849409
TheStreet,TheStreet,2017-05-11 00:24,12,15,"Tesla boss Elon Musk said early Wednesday that its solar roof tiles are available for order in the U.S. now http:// trib.al/HdRFwL0 $ TSLA",,,,"862380235651780608",https://twitter.com/TheStreet/status/862380235651780608
FOX Business,FoxBusiness,2017-05-10 23:05,21,25,"Tesla starts taking orders for solar roofs $ TSLA http:// fxn.ws/2pkZVMQ",,,,"862360336883531776",https://twitter.com/FoxBusiness/status/862360336883531776
Teslaliving,teslaliving,2017-05-10 22:00,1,13,"$ TSLA current stock price: $322.81. #Tesla #TeslaStock #bot pic.twitter.com/ilSCBEKPmJ",,,#Tesla #TeslaStock #bot,"862343988682121219",https://twitter.com/teslaliving/status/862343988682121219
Jesse Colombo,TheBubbleBubble,2017-05-10 21:18,32,24,"U.S. Auto Loan Fraud Soars in a Parallel to the Housing Bubble: https://www. bloomberg.com/news/articles/ 2017-05-10/auto-loan-fraud-is-soaring-in-a-parallel-to-the-housing-bubble … $ F $ GM $ TSLA pic.twitter.com/ZMnZ59XgI9",,,,"862333583515693057",https://twitter.com/TheBubbleBubble/status/862333583515693057
Tom Wrigley,WrigleyTom,2017-05-10 20:48,5,13,"$ YY impressive btd +calls hammer, d $ TSLA ath-envy $ NVDA bulls want > 118.20 $ EA monster $ MZOR r➜g, ath $ DIS hod $ NFLX holding strong",,,,"862325913832259589",https://twitter.com/WrigleyTom/status/862325913832259589
Phil Davis,philstockworld,2017-05-10 19:19,984,444,"Watergate Wednesday - #Trump Fires The Guy Investigating Him $ FXP $ TSLA $ CAFE Also $ ABX $ CBI $ GCI $ HMY $ SLW $ VRX https:// goo.gl/xsigu1",,,#Trump,"862303523010203648",https://twitter.com/philstockworld/status/862303523010203648
Phil Davis,philstockworld,2017-05-10 19:18,1387,375,"Watergate Wednesday - Trump Fires the Guy Investigating Him #ComeyFiring $ FXP #China $ TSLA #Coffee #Futures -- http://www. philstockworld.com/2017/05/10/wat ergate-wednesday-trump-fires-the-guy-investigating-him/ … pic.twitter.com/GZTODj7MZn",,,#ComeyFiring #China #Coffee #Futures,"862303412314148871",https://twitter.com/philstockworld/status/862303412314148871
Parsimony16,parsimony16,2017-05-10 18:55,3,10,"The last company I looked at where the press release didn't match the 10-q was $ CGI . Good luck to $ TSLA .... https:// twitter.com/markbspiegel/s tatus/862288964992077824 …",,,,"862297647109083136",https://twitter.com/parsimony16/status/862297647109083136
EVANNEX for Tesla,evannex_com,2017-05-10 16:13,6,15,"Here's how #Tesla is improving its #electricvehicle lithium-ion batteries, read here: http:// ow.ly/aYGP30bAUDq $ TSLA #TeslaMotors #ElonMusk",,,#Tesla #electricvehicle #TeslaMotors #ElonMusk,"862256882098069507",https://twitter.com/evannex_com/status/862256882098069507
InternationalLithium,ILCtsxv,2017-05-10 15:27,8,5,"Find out Mariana #Lithium Brine progect, #Salta , #Argentina - Planned work. http:// internationallithium.com / #Mining #ganfeng #batteries #Tesla $ TSLA pic.twitter.com/YeMvKwq3cy",,,#Lithium #Salta #Argentina #Mining #ganfeng #batteries #Tesla,"862245094090584065",https://twitter.com/ILCtsxv/status/862245094090584065
MBA Bell Ringer,mbabellringer,2017-05-10 06:09,2,15,"Congratulations to @MBALacrosse and the 11 @TSLA _Lacrosse All Region Selections. Catch the Big Red in action Saturday at 12 at MBA. pic.twitter.com/Su1Xztjqr9",,@MBALacrosse @TSLA,,"862104857800577029",https://twitter.com/mbabellringer/status/862104857800577029
MarketSmith,MarketSmith,2017-05-10 05:14,2,6,"Stock Futures Fall: Top Apple, Tesla Plays Soar On Earnings; Snap On Tap http:// ow.ly/iosD30bAi3i $ NVDA $ TSLA $ AAPL $ SNAP $ DIS $ BIDU $ YELP",,,,"862090995139309568",https://twitter.com/MarketSmith/status/862090995139309568
TSLA Lacrosse,TSLA_Lacrosse,2017-05-09 22:50,9,18,"D1 East All Region Goalie: 1st team: A. Irwin Baylor 2nd team: J. Waller MBA",,,,"861994302569938946",https://twitter.com/TSLA_Lacrosse/status/861994302569938946
TSLA Lacrosse,TSLA_Lacrosse,2017-05-09 22:49,5,17,"D1 East All Region F/O: 1st team: D. Deloach Ravenwood J. Brewster Franklin S. Reith McCallie",,,,"861994077709107200",https://twitter.com/TSLA_Lacrosse/status/861994077709107200
TSLA Lacrosse,TSLA_Lacrosse,2017-05-09 22:48,6,20,"D1 East All Region LSM: 1st team: J. Hayles MBA 2nd team: T. Florey Ravenwood",,,,"861993722644496384",https://twitter.com/TSLA_Lacrosse/status/861993722644496384
Dan Zanger,DanZanger,2017-05-09 22:31,3,15,"Most of the names I have been mentioning here for weeks are breaking higher today - Big winners $ SHOP $ TSLA $ BZUN $ BABA $ WB and many more",,,,"861989428390219777",https://twitter.com/DanZanger/status/861989428390219777
Ihor Dusaniwsky,ihors3,2017-05-09 21:20,5,7,"$ TSLA short interest hits $10 billion intraday - shorts down $420 million on $13 price move @S3Partners #TESLA pic.twitter.com/f2OCnbRe8y",,@S3Partners,#TESLA,"861971524491890688",https://twitter.com/ihors3/status/861971524491890688
Rachel Shasha 🦄,Sassy_SPY,2017-05-09 20:59,3,24,"Those calls are now worth $16.50 $ TSLA https:// twitter.com/sassy_spy/stat us/860528449835986944 …",,,,"861966448121589761",https://twitter.com/Sassy_SPY/status/861966448121589761
Interested Observer,ObservationDesk,2017-05-09 19:23,2,9,"Let me get this straight... "Musk is the next Edison" $ TSLA "Buffet laments not owning $ AMZN " "Grantham says this time is different?" Ok.",,,,"861942307322556418",https://twitter.com/ObservationDesk/status/861942307322556418
Jason Diomedes,TradingWits,2017-05-09 18:34,2,5,"In "social" investing like this guy from Social Capital can talk vaguearies and "big pictures" rather than do real analysis. $ TSLA",,,,"861929796003123201",https://twitter.com/TradingWits/status/861929796003123201
Mark B. Spiegel,markbspiegel,2017-05-09 18:33,2,11,"Hey @chamath Do you know there will be at least 60 different long-range EVs on the market within 3-4 years? How will that impact $ TSLA ?",,@chamath,,"861929593854464000",https://twitter.com/markbspiegel/status/861929593854464000
EVANNEX for Tesla,evannex_com,2017-05-09 16:55,3,6,"Comparing the growth of #Tesla with that of Porsche, view here: http:// ow.ly/DgvR30byRgN $ TSLA #TeslaMotors #ElectricVehicle #ElonMusk",,,#Tesla #TeslaMotors #ElectricVehicle #ElonMusk,"861904920362057730",https://twitter.com/evannex_com/status/861904920362057730
Jesse Colombo,TheBubbleBubble,2017-05-09 07:26,14,18,"Canadians are buying 'more car than they can afford': https:// betterdwelling.com/canadians-buyi ng-record-number-new-cars/ … @BetterDwelling $ F $ GM $ TSLA pic.twitter.com/ygl2oCHky0",,@BetterDwelling,,"861761668581294081",https://twitter.com/TheBubbleBubble/status/861761668581294081
Upper 20s St Capital,Upper20sStCap,2017-05-09 07:21,1,14,"Hey @chamath I have been thinking about your pitch on long $ TSLA and I have a question/thought for you that I'd love for you to answer. 1/n",,@chamath,,"861760631376146432",https://twitter.com/Upper20sStCap/status/861760631376146432
CBHS Lacrosse,CBHSLacrosse,2017-05-09 06:31,8,22,"CBHS vs. Fr. Ryan Friday 7:00 in Nashville TSLA quarterfinal #GoBrothers",,,#GoBrothers,"861747998153482240",https://twitter.com/CBHSLacrosse/status/861747998153482240
USN Sports,USN_sports,2017-05-09 04:47,5,11,"Boys Lacrosse faces @ECSlax on Friday night in Memphis at 7:30 in @TSLA _Lacrosse DII Quarterfinals. #USNtigers",,@ECSlax @TSLA,#USNtigers,"861721826531172353",https://twitter.com/USN_sports/status/861721826531172353
Jake Scholes,jakscholes,2017-05-09 04:32,0,15,"Thing is Edison invented stuff as evidenced by 1093 patents. @elonmusk just repackages other peoples ideas and markets them as his. $ TSLA pic.twitter.com/bLq33XkygD",,@elonmusk,,"861718037182808064",https://twitter.com/jakscholes/status/861718037182808064
EvInvestor,Ev_Investor,2017-05-09 03:27,6,12,""This guy (Elon Musk) is probably the closest thing we have to Thomas Edison in our generation" $ TSLA http:// video.cnbc.com/gallery/?video =3000616722 …",,,,"861701558488113152",https://twitter.com/Ev_Investor/status/861701558488113152
EVANNEX for Tesla,evannex_com,2017-05-09 02:14,3,5,"VC was right on Amazon last yr and predicts big things for #Tesla this yr, read here: http:// ow.ly/urKN30bxOll $ TSLA #TeslaMotors #ElonMusk",,,#Tesla #TeslaMotors #ElonMusk,"861683135880323077",https://twitter.com/evannex_com/status/861683135880323077
Cboe,CBOE,2017-05-09 01:46,7,12,"$ MU downgrade, $ TSLA extreme growth, $ JD earnings, $ FB UK #fakenews , $ AAPL upgrade. Host @MarleyKayden . http:// bit.ly/2pdRbZ1 pic.twitter.com/bzC480aAzs",,@MarleyKayden,#fakenews,"861676143182794753",https://twitter.com/CBOE/status/861676143182794753
James Langford,JAYELANG,2017-05-09 01:01,6,7,"At #sohn2017 , a pitch for $ TSLA bonds: http://www. thestreet.com/story/14124199 /1/social-capital-s-palihapitiya-pitches-tesla-to-hedge-fund-managers.html … @ronald",,@ronald,#sohn2017,"861664914468941824",https://twitter.com/JAYELANG/status/861664914468941824
EL,evan_lorenz,2017-05-09 00:27,1,27,"One benefit of the @GrantsPub Fall Conference: No one will pitch you $ TSLA as a long.",,@GrantsPub,,"861656219240542209",https://twitter.com/evan_lorenz/status/861656219240542209
Downtown Josh Brown,ReformedBroker,2017-05-09 00:09,5,50,""The $ TSLA convertible bonds give us a way to stand shoulder to should with a guy who we think is our generation's Thomas Edison." !!!",,,,"861651748376674305",https://twitter.com/ReformedBroker/status/861651748376674305
Dan Zanger,DanZanger,2017-05-09 00:03,1,11,"$ TSLA has been another monster mover with the first buys posted at the end of last year starting under $200",,,,"861650200464633857",https://twitter.com/DanZanger/status/861650200464633857
JE$US,WallStJesus,2017-05-08 22:51,3,9,"TODAY'S ACTIVE FLOW >> $ AAPL $ BAC $ FB $ JD $ TSLA $ MU $ AMD $ AMZN $ MSFT $ TWTR pic.twitter.com/7bc3EcKGM1",,,,"861632101560586240",https://twitter.com/WallStJesus/status/861632101560586240
Teslaliving,teslaliving,2017-05-08 01:30,5,14,"Cruising in the Tesla Model S http:// teslaliving.net/2014/06/05/cru ising-in-the-tesla-model-s/ … #Tesla $ TSLA @TeslaMotors @Speak_EV pic.twitter.com/r4uiePTvpT",,@TeslaMotors @Speak_EV,#Tesla,"861309670237011970",https://twitter.com/teslaliving/status/861309670237011970
EVANNEX for Tesla,evannex_com,2017-05-07 02:03,6,8,"Could #Tesla be the next Apple? Here's one theory, read here: http:// ow.ly/w5Dp30buKfC $ TSLA #TeslaMotors #ElectricVehicle #ElonMusk",,,#Tesla #TeslaMotors #ElectricVehicle #ElonMusk,"860955787543314436",https://twitter.com/evannex_com/status/860955787543314436
CBHS Lacrosse,CBHSLacrosse,2017-05-07 01:44,7,20,"Brothers @CBHSLacrosse get a second shot vs. @FatherRyanLax in @TSLA _Lacrosse quarterfinals https:// twitter.com/cbhsathletics/ status/860944979434373120 …",,@CBHSLacrosse @FatherRyanLax @TSLA,,"860950949526999042",https://twitter.com/CBHSLacrosse/status/860950949526999042
ShadowTrader,PeterReznicek,2017-05-07 00:45,7,13,"ShadowTrader Video 05.07.17 - Am I overextended? Channel b/o, mkt profile, #tradeideas $ TSLA , $ SNAP : https://www. shadowtrader.net/?p=16287",,,#tradeideas,"860936109651525632",https://twitter.com/PeterReznicek/status/860936109651525632
😺 Airdrop Kitty 😼,AirdropKitties,2017-05-07 00:33,58,33,"#Trading with #Bitcoin http:// elixiumcapital.com/bitcoin @elixiumbitcoin #Forex #Stocks $ ES $ CL $ GC $ GOOG $ AAPL $ TSLA $ SPY $ QQQ #Blockchain #Crypto pic.twitter.com/dV1rlb7Xhs",,@elixiumbitcoin,#Trading #Bitcoin #Forex #Stocks #Blockchain #Crypto,"860933166546247681",https://twitter.com/AirdropKitties/status/860933166546247681
Kirill Klip, private account,kirillklip,2017-05-06 23:35,48,15,"#Lithium Race: #Tesla #Model3 Is The Best Of 12 Cheapest #Electric #Cars On Sale In 2017 http:// kirillklip.blogspot.com/2017/04/lithiu m-race-tesla-model-3-is-best-of.html#.WP0GcbF_pvs.twitter … #EVs $ TSLA $ GM $ F $ LIT $ ILC pic.twitter.com/awxdEvtVKv",,,#Lithium #Tesla #Model3 #Electric #Cars # #EVs,"860918469709246464",https://twitter.com/kirillklip/status/860918469709246464
Electrek.Co,ElectrekCo,2017-05-06 21:44,7,37,"This week's top stories: TSLA earnings, Tesla Model Y details, Model 3 reservations, & more news https:// electrek.co/2017/05/06/top -tsla-news-earnings-model-3-y-reservations-gigafactories-solar/ … pic.twitter.com/VtCzSCsRPw",,,,"860890435245531136",https://twitter.com/ElectrekCo/status/860890435245531136
Mark B. Spiegel,markbspiegel,2017-05-06 20:18,2,5,"$ TSLA is making a risky bet with Model 3 that could push the company over the edge http:// read.bi/2pindyP MORE GREAT WORK FROM @mattdebord",,@mattdebord,,"860868915240591361",https://twitter.com/markbspiegel/status/860868915240591361
Ravenwood Lacrosse,LaxRavenwood,2017-05-06 19:24,9,30,"Another Raptor signing to play college lacrosse!! Congrats Jeff!! @knappj6 @ScotsMLacrosse @TSLA _Lacrosse pic.twitter.com/ALFzi32goD",,@knappj6 @ScotsMLacrosse @TSLA,,"860855319085412356",https://twitter.com/LaxRavenwood/status/860855319085412356
Joe Lowry,globallithium,2017-05-06 17:02,3,12,"Industry pioneer helping $ TSLA - this work potentially has #lithium product mix implications https:// electrek.co/2017/05/04/tes la-battery-researcher-chemistry-lifcycle/ …",,,#lithium,"860819606935658496",https://twitter.com/globallithium/status/860819606935658496
EVANNEX for Tesla,evannex_com,2017-05-06 16:46,8,14,"85% of EV drivers are happy they switch to #ElectricVehicle driving, read here: http:// ow.ly/vHOK30bufzC $ TSLA #TeslaMotors #Tesla #ElonMusk",,,#ElectricVehicle #TeslaMotors #Tesla #ElonMusk,"860815558371135488",https://twitter.com/evannex_com/status/860815558371135488
Johns Charts,johnscharts,2017-05-06 16:45,4,17,"$ TSLA weekly. Bearish engulfing on volume. Possible reversal to fill gap and then bounce pic.twitter.com/Z6oisTdFJ5",,,,"860815378984906756",https://twitter.com/johnscharts/status/860815378984906756
Cboe,CBOE,2017-05-06 01:22,4,10,"$ AAPL and $ TSLA competition, Jeff Bezos sells shares in $ AMZN , $ FB combats live abuse #Earnings $ ILG . @MarleyKayden . http:// bit.ly/2pJFrMp pic.twitter.com/kbp0ZLXBjb",,@MarleyKayden,#Earnings,"860583025419177985",https://twitter.com/CBOE/status/860583025419177985
TraderLion,TraderLionChat,2017-05-06 00:01,2,9,"$ TSLA is exhibiting solid relative strength today. pic.twitter.com/cmN6y7jLDy",,,,"860562636886466560",https://twitter.com/TraderLionChat/status/860562636886466560
Sang Lucci™,sanglucci,2017-05-05 22:17,6,14,"$ TSLA fighting back against that 10% drop over the past few days with a faceripping $10 morning: http:// bit.ly/2h5mgVL pic.twitter.com/oiFGTfqjkl",,,,"860536460759400450",https://twitter.com/sanglucci/status/860536460759400450
The Bitcoin Kid,TheStockKid,2017-05-05 21:46,3,10,"When I said investors would start buying up Tesla in 2 weeks and forget earnings - I over shot that estimate... 24 hours $ TSLA pic.twitter.com/HSVk81FRPE",,,,"860528559298723840",https://twitter.com/TheStockKid/status/860528559298723840
Dirk Harbecke,lithiumforum,2017-05-05 21:12,2,11,"The price increase of #Lithium is still phenomenal, and the peak not yet reached... #Battery #EV $ RCK $ TSLA $ GXY @amiller_bmi https:// twitter.com/amiller_bmi/st atus/860126438707671042 …",,@amiller_bmi,#Lithium #Battery #EV,"860520150956736516",https://twitter.com/lithiumforum/status/860520150956736516
SMHS Boys Lacrosse,smhsboyslax,2017-05-05 20:51,9,10,"Playoffs anyone? @TSLA _Lacrosse @tennesseelax @USN_Lacrosse @smhsgirlslax @CheerSMHS @SignalFootball @SignalMtnTN @SMLadyEagles #GoEagles pic.twitter.com/1XP8rTLZ2G",,@TSLA @tennesseelax @USN_Lacrosse @smhsgirlslax @CheerSMHS @SignalFootball @SignalMtnTN @SMLadyEagles,#GoEagles,"860514856381943808",https://twitter.com/smhsboyslax/status/860514856381943808
Phil Davis,philstockworld,2017-05-05 19:06,427,452,"Non-Farm Friday - Fed Spins a Weak Economy #Fed #Yellen #Silver $ SLW $ TSLA #Tesla #Commodities -- http://www. philstockworld.com/2017/05/05/non -farm-friday-fed-spins-a-weak-economy/ … pic.twitter.com/J3L4QgYLTm",,,#Fed #Yellen #Silver #Tesla #Commodities,"860488372988596224",https://twitter.com/philstockworld/status/860488372988596224
Phil Davis,philstockworld,2017-05-05 16:36,498,461,"News You Can Use Ahead of the Non-Farm Payroll Report #Oil $ USO $ TSLA #Futures $ IBM #TGIF -- http:// bit.ly/2qz8qE0 pic.twitter.com/lTqLQEqXHD",,,#Oil #Futures #TGIF,"860450711833849857",https://twitter.com/philstockworld/status/860450711833849857
Johns Charts,johnscharts,2017-05-05 04:44,3,19,"$ TSLA down on earnings breaking 21 MA on volume and may fill gap at support and 50 MA. Long term chart still good:) pic.twitter.com/XC3Y4mUAio",,,,"860271552541097984",https://twitter.com/johnscharts/status/860271552541097984
CuppyCakes Crypto ⚡️,ElixiumCrypto,2017-05-05 04:41,65,30,"#Trading with #Bitcoin http:// elixiumcapital.com/bitcoin @elixiumbitcoin #Forex #Stocks $ ES $ CL $ GC $ GOOG $ AAPL $ TSLA $ SPY $ QQQ #Blockchain #Crypto pic.twitter.com/BSiSdb5kB6",,@elixiumbitcoin,#Trading #Bitcoin #Forex #Stocks #Blockchain #Crypto,"860270657543819264",https://twitter.com/ElixiumCrypto/status/860270657543819264
RiskOfRuin256,RiskOfRuin256,2017-05-05 03:18,4,18,"$ TSLA Model 3 preorder #s are garbage. My office alone =7. All looking to get first in line, capture $7500 EV credit and flip for profit 1/2",,,#s,"860249699500130306",https://twitter.com/RiskOfRuin256/status/860249699500130306
USN Lacrosse,USN_Lacrosse,2017-05-05 02:44,3,10,"USN will host Signal Mountain in first round playoff game on Sunday at 1pm. #USNtigers @TSLA _Lacrosse @smhsboyslax",,@TSLA @smhsboyslax,#USNtigers,"860241286451929088",https://twitter.com/USN_Lacrosse/status/860241286451929088
FOX Business,FoxBusiness,2017-05-05 02:00,6,20,"Tesla plans 100 new locations, says Model 3 on track $ TSLA http:// fxn.ws/2pKDcqI",,,,"860230176130703360",https://twitter.com/FoxBusiness/status/860230176130703360
Diogenes,WallStCynic,2017-05-05 01:55,32,51,"Just a reminder to the $ TSLA shareholders that you approved an $8 billion purchase of a company that was headed for bankruptcy. https:// twitter.com/willauerprosky /status/860225795003908096 …",,,,"860228946243317760",https://twitter.com/WallStCynic/status/860228946243317760
Joe Kunkle,OptionsHawk,2017-05-05 00:33,11,29,"$ TSLA November $350 calls bought this afternoon 1,000X to open $14.40 to $14.75",,,,"860208390705950720",https://twitter.com/OptionsHawk/status/860208390705950720
Cboe,CBOE,2017-05-04 23:21,10,12,"$ FB ootm calls, $ TSLA , $ FIT pop, $ SHAK puts heavy, @AngieMiles & w @Admiral_SPO @HamzeiAnalytics $ MCD , $ KO , $ DIS http:// bit.ly/2pdsjwa pic.twitter.com/ERAH0AVEPm",,@AngieMiles @Admiral_SPO @HamzeiAnalytics,,"860190162738974721",https://twitter.com/CBOE/status/860190162738974721
Jesse Colombo,TheBubbleBubble,2017-05-04 23:07,35,21,"The Coming Collapse In U.S. Auto Sales: https://www. forbes.com/sites/panosmou rdoukoutas/2017/05/03/the-coming-collapse-in-us-auto-sales/ … $ TSLA $ F $ GM pic.twitter.com/PrspUjtcaM",,,,"860186629322964993",https://twitter.com/TheBubbleBubble/status/860186629322964993
Options Action,OptionsAction,2017-05-04 22:55,7,22,"$ TSLA down 5% today. Great call from @RiskReversal pic.twitter.com/dg2WemJ6fc",,@RiskReversal,,"860183590331707392",https://twitter.com/OptionsAction/status/860183590331707392
Rudolf E. Havenstein,RudyHavenstein,2017-05-04 21:39,42,59,"The Swiss National Bank owned 456,085 shares of Tesla as of 3/31/17. $ TSLA #capitalism https://www. holdingschannel.com/all/stocks-hel d-by-swiss-national-bank/ … pic.twitter.com/FKG11O1lZZ",,,#capitalism,"860164462090756097",https://twitter.com/RudyHavenstein/status/860164462090756097
Carl Quintanilla,carlquintanilla,2017-05-04 21:29,8,13,"Here's UBS note, calling for near 50% drop in Tesla's stock price. (Reiterated sell, $160 target) $ TSLA pic.twitter.com/AUshS7nU92",,,,"860161891141865472",https://twitter.com/carlquintanilla/status/860161891141865472
Josh Wolfe,wolfejosh,2017-05-04 21:19,5,26,"$5B of TSLA market cap erased in 24hrs after 2nd largest cash burn Q in company history Epic expectations battle of Fundamentals vs Faith.",,,,"860159472722948096",https://twitter.com/wolfejosh/status/860159472722948096
Diogenes,WallStCynic,2017-05-04 21:13,13,17,"Last year $ TSLA traded at 10x the 2020 estimate of $17.50(now $10.90). The 2021 estimate is now the exact same $17.50(was $26.00!), lol.",,,,"860157999217876992",https://twitter.com/WallStCynic/status/860157999217876992
TESLARATI,Teslarati,2017-05-04 20:45,13,37,"[Podcast] Making sense of Tesla's ($ TSLA ) valuation and why it could become a $1 Trillion company - https:// forums.teslarati.com/threads/the-te sla-show.1194/#post-4188 … pic.twitter.com/P8aGe6FKma",,,#post,"860150841210269697",https://twitter.com/Teslarati/status/860150841210269697
Sven Henrich,NorthmanTrader,2017-05-04 20:43,3,26,"SPOTTED: Nasdaq Fab 5 $ TSLA pic.twitter.com/wv7gbj379w",,,,"860150277634215939",https://twitter.com/NorthmanTrader/status/860150277634215939
Charley Grant,CGrantWSJ,2017-05-04 20:34,9,18,"What in the name of Mars is happening to those $ TSLA analyst profit forecasts? https://www. wsj.com/articles/tesla s-anti-selling-has-investors-selling-1493909658 … pic.twitter.com/6365v7rkF7",,,,"860148122764402688",https://twitter.com/CGrantWSJ/status/860148122764402688
The Blacklist Blockchain Trader,BlacklistTrader,2017-05-04 20:28,4,15,"$ TSLA how’s the weather today in Longville? bring your umbrella… good day Mr Musk https:// twitter.com/elonmusk/statu s/848935705057280001 …",,,,"860146599409876992",https://twitter.com/BlacklistTrader/status/860146599409876992
Jon Boorman,JBoorman,2017-05-04 17:36,7,34,"$ TSLA -1% pre-market. Congrats to shorts.",,,,"860103407511773184",https://twitter.com/JBoorman/status/860103407511773184
StockTwits,StockTwits,2017-05-04 16:02,8,9,"Here's what bears are saying about $ TSLA after earnings: https:// stocktwits.com/AlexanderHamil tonx/message/81977845?utm_medium=community-twitter&utm_source=twitter.com&utm_campaign=outboundteam … And here's what bulls are saying: https:// stocktwits.com/mcmuggets/mess age/81987280?utm_medium=community-twitter&utm_source=twitter.com&utm_campaign=outboundteam …",,,,"860079643285626880",https://twitter.com/StockTwits/status/860079643285626880
Bertel Schmitt 🎩🎩,BertelSchmitt,2017-05-04 11:42,7,16,"$ tsla regrets a slight delay of the upcoming production revolution. Please check back with us in the next decade pic.twitter.com/4yykP9RNYJ",,,,"860014258205016065",https://twitter.com/BertelSchmitt/status/860014258205016065
Mark W. Yusko,MarkYusko,2017-05-04 06:35,8,30,"Which burns up faster the $ TSLA car or the cash that #Teslarians give to #ElonAlmighty ? #AskingForAFriend https:// twitter.com/zerohedge/stat us/859872788252905472 …",,,#Teslarians #ElonAlmighty #AskingForAFriend,"859936937293099008",https://twitter.com/MarkYusko/status/859936937293099008
Tesla Model 3 News,TeslaModel3News,2017-05-04 06:11,62,161,"2 months to #Model3 start of production. 5,000 units/week in 2017, 10,000 units/week in 2018 $ TSLA #Tesla #TeslaModel3 pic.twitter.com/CL7wxquv8x",,,#Model3 #Tesla #TeslaModel3,"859930894450253824",https://twitter.com/TeslaModel3News/status/859930894450253824
LMT978,LMT978,2017-05-04 06:08,2,28,"A lot of $ TSLA fiction on Twitter Here is a fact: https:// twitter.com/carlquintanill a/status/859742860345835520 …",,,,"859930144173158400",https://twitter.com/LMT978/status/859930144173158400
Open Outcrier,OpenOutcrier,2017-05-04 06:02,3,17,"They lose money on every car but make up for it in volume. $ TSLA https:// twitter.com/business/statu s/859924161766051841 …",,,,"859928717178654723",https://twitter.com/OpenOutcrier/status/859928717178654723
Ed ☯️,DowdEdward,2017-05-04 05:19,4,25,"On $ TSLA call Today: "We are likely to launch a sedan version with a flux capacitor in 2018" ~Elon Musk",,,,"859917878853681152",https://twitter.com/DowdEdward/status/859917878853681152
Liam Denning,liamdenning,2017-05-04 04:46,17,25,"Tesla's headed for its first $1bn+ quarterly cash burn: https://www. bloomberg.com/gadfly/article s/2017-05-03/tesla-earnings-consider-delphi … via @bfly $ TSLA",,@bfly,,"859909615374434305",https://twitter.com/liamdenning/status/859909615374434305
Jeremy C. Owens,jowens510,2017-05-04 03:49,7,28,"Elon Musk sees a "clear path" to Tesla being worth as much as Apple. I have thoughts in live blog: http:// on.mktw.net/2pJi1at $ TSLA $ AAPL pic.twitter.com/VbPug0AJvO",,,,"859895216278454273",https://twitter.com/jowens510/status/859895216278454273
Douglas Kass,DougKass,2017-05-04 03:12,30,61,"@jimcramer $ TSLA * Customer deposits down * Loss/car $15.9k * Neg. fcf/car $24.7k * Liabilities +$2 bill * LT debt +$1.2 bill PTBarnum lives",,@jimcramer,,"859886029414780929",https://twitter.com/DougKass/status/859886029414780929
StockTwits,StockTwits,2017-05-04 03:09,21,26,"If you missed Tesla earnings don't worry. We have you covered. Here are the most important numbers: https:// stocktwits.com/commonking/mes sage/81976120?utm_medium=community-email&utm_source=dailyemail&utm_campaign=outboundteam … $ TSLA",,,,"859885164033441793",https://twitter.com/StockTwits/status/859885164033441793
